"","trait","chr","chr_wheat","variant.id","snp_id","pos","n.obs","freq","MAC","Score","Score.SE","Score.Stat","Score.pval","neg_log_pval","Est","Est.SE","PVE","break_bft"
"1","2017:Burlington","1","1A",1,"S1A_1157687",1157687,653,0.109494640122511,143,0.786729295121478,17.1717101133153,0.0458154307247145,0.963457359785861,0.0161675013712589,0.00266807618008809,0.0582353180551643,3.23428850871484e-06,0
"2","2017:Burlington","1","1A",2,"S1A_1195489",1195489,653,0.640888208269525,469,-7.9565904320506,27.2767524849037,-0.291698597054549,0.770517081984795,0.113217728743742,-0.0106940368805264,0.0366612557911155,0.00013110639948941,0
"3","2017:Burlington","1","1A",3,"S1A_1933199",1933199,653,0.776416539050536,292,3.20965988076315,20.7058444450291,0.155012266671099,0.876811646794868,0.0570936900354028,0.00748640158495504,0.0482955429639611,3.70243415459543e-05,0
"4","2017:Burlington","1","1A",4,"S1A_1933228",1933228,653,0.776416539050536,292,3.20965988076315,20.7058444450291,0.155012266671099,0.876811646794868,0.0570936900354028,0.00748640158495504,0.0482955429639611,3.70243415459543e-05,0
"5","2017:Burlington","1","1A",6,"S1A_3181865",3181865,653,0.787901990811639,277,-4.98192667387903,20.1559346233628,-0.247169221719169,0.80477726392798,0.0943243015352856,-0.0122628509338721,0.0496131793779932,9.41334530944929e-05,0
"6","2017:Burlington","1","1A",7,"S1A_4781815",4781815,653,0.104134762633997,136,-13.7634642072533,16.3726761174234,-0.840636198294216,0.40055177333316,0.397341341203471,-0.0513438482667859,0.0610773701762673,0.00108885834556598,0
"7","2017:Burlington","1","1A",8,"S1A_4929734",4929734,653,0.223583460949464,292,-19.6364545966299,23.1766848834526,-0.847250359375157,0.396855589234854,0.401367498798532,-0.0365561495803081,0.0431468091760599,0.00110606011934663,0
"8","2017:Burlington","1","1A",10,"S1A_4968173",4968173,653,0.400459418070444,523,-5.00037671148083,24.7555936014944,-0.201989772169267,0.839924720011067,0.0757596367343887,-0.00815935886736619,0.0403949109885061,6.28657308285163e-05,0
"9","2017:Burlington","1","1A",11,"S1A_5197982",5197982,653,0.0972434915773354,127,-11.3395793696999,15.9092708540774,-0.71276549841338,0.475990878457875,0.322401369702549,-0.044801896010885,0.0628564318988704,0.000782795911762252,0
"10","2017:Burlington","1","1A",12,"S1A_5198010",5198010,653,0.0972434915773354,127,-11.3395793696999,15.9092708540774,-0.71276549841338,0.475990878457875,0.322401369702549,-0.044801896010885,0.0628564318988704,0.000782795911762252,0
"11","2017:Burlington","1","1A",13,"S1A_5243796",5243796,653,0.106431852986217,139,-23.5437734708361,17.0853752595758,-1.37800739598275,0.168201004667304,0.774171414482439,-0.0806542071828604,0.0585295894767972,0.0029258921047587,0
