"","trait","chr","chr_wheat","variant.id","snp_id","pos","n.obs","freq","MAC","Score","Score.SE","Score.Stat","Score.pval","neg_log_pval","Est","Est.SE","PVE","break_bft"
"1","2017:Julesburg","1","1A",1,"S1A_1157687",1157687,656,0.108231707317073,142,18.998965857015,14.3275147326022,1.32604755336827,0.184823946571975,0.733241760441048,0.0925525171752819,0.0697957753778822,0.00270107608236217,0
"2","2017:Julesburg","1","1A",2,"S1A_1195489",1195489,656,0.647865853658537,462,-6.68915725321369,23.5804792605288,-0.283673507196719,0.7766605992333,0.109768726478781,-0.012030014490484,0.0424079590983502,0.000123610731471303,0
"3","2017:Julesburg","1","1A",3,"S1A_1933199",1933199,656,0.78125,287,-10.1929784968134,18.2982655449723,-0.55704615673883,0.577495893678718,0.238451099503375,-0.0304425660109565,0.0546499884124134,0.000476651522553381,0
"4","2017:Julesburg","1","1A",4,"S1A_1933228",1933228,656,0.78125,287,-10.1929784968134,18.2982655449723,-0.55704615673883,0.577495893678718,0.238451099503375,-0.0304425660109565,0.0546499884124134,0.000476651522553381,0
"5","2017:Julesburg","1","1A",6,"S1A_3181865",3181865,656,0.795731707317073,268,-3.42869806144029,17.5803900118173,-0.19502969269371,0.845369702523459,0.0729533210476457,-0.0110935930637838,0.0568815594721059,5.84278752140714e-05,0
"6","2017:Julesburg","1","1A",7,"S1A_4781815",4781815,656,0.141006097560976,185,-12.2587211034897,15.7890186614779,-0.776408044497315,0.437508096315363,0.359013905721551,-0.0491739265842784,0.0633351585326709,0.000925973745742288,0
"7","2017:Julesburg","1","1A",8,"S1A_4929734",4929734,656,0.268292682926829,352,-14.0874728002889,21.5468913943951,-0.653805346786748,0.513237221321342,0.289681854969968,-0.030343372267464,0.0464104070371898,0.000656622191058711,0
"8","2017:Julesburg","1","1A",10,"S1A_4968173",4968173,656,0.359756097560976,472,-16.4880513722849,21.3424520915619,-0.772547189120958,0.439790409237615,0.356754245781498,-0.0361976770900846,0.046854972226709,0.000916787437364872,0
"9","2017:Julesburg","1","1A",11,"S1A_5197982",5197982,656,0.132621951219512,174,-13.5394977031866,15.2580466460986,-0.887367696352445,0.374880969475456,0.426106605621588,-0.0581573589945305,0.0655391888093158,0.00120955563614081,0
"10","2017:Julesburg","1","1A",12,"S1A_5198010",5198010,656,0.132621951219512,174,-13.5394977031866,15.2580466460986,-0.887367696352445,0.374880969475456,0.426106605621588,-0.0581573589945305,0.0655391888093158,0.00120955563614081,0
"11","2017:Julesburg","1","1A",13,"S1A_5243796",5243796,656,0.141006097560976,185,-23.4625407418121,16.0924129159114,-1.457987740211,0.144843922287951,0.839099723257474,-0.0906009401964456,0.0621410850706699,0.00326532463210236,0
"12","2017:Julesburg","1","1A",14,"S1A_5243818",5243818,656,0.135670731707317,178,-14.4520377293845,15.6619744832088,-0.922746857037633,0.356139141019182,0.448380293120184,-0.0589163810748709,0.0638489100510348,0.00130792779581499,0
"13","2017:Julesburg","1","1A",15,"S1A_5915099",5915099,656,0.280487804878049,368,24.8318633221385,20.070079659148,1.23725783573659,0.215991376017036,0.665563588770289,0.0616468821623557,0.0498254126033922,0.00235146785400918,0
