"","trait","chr","chr_wheat","variant.id","snp_id","pos","n.obs","freq","MAC","Score","Score.SE","Score.Stat","Score.pval","neg_log_pval","Est","Est.SE","PVE","break_bft"
"1","2017:Julesburg","1","1A",1,"S1A_1157687",1157687,655,0.108396946564885,142,0.0150622203559735,0.0219162771027787,0.687261813917465,0.491917757669909,0.308107499622305,31.3585108773027,45.6281874567653,0.000726659545163118,0
"2","2017:Julesburg","1","1A",2,"S1A_1195489",1195489,655,0.647328244274809,462,0.0244841478506954,0.0352119134513978,0.695337045073973,0.486844103644684,0.312610085532556,19.7472098763883,28.399479096195,0.000743836165319616,0
"3","2017:Julesburg","1","1A",3,"S1A_1933199",1933199,655,0.780916030534351,287,0.00339120341155487,0.0271670293208654,0.124827907074488,0.900659793535651,0.0454392242167703,4.59483094747556,36.8093245746218,2.39723126163917e-05,0
"4","2017:Julesburg","1","1A",4,"S1A_1933228",1933228,655,0.780916030534351,287,0.00339120341155487,0.0271670293208654,0.124827907074488,0.900659793535651,0.0454392242167703,4.59483094747556,36.8093245746218,2.39723126163917e-05,0
"5","2017:Julesburg","1","1A",6,"S1A_3181865",3181865,655,0.795419847328244,268,-0.0221714729479171,0.0259890211203735,-0.853109197350118,0.393598751484872,0.404946287842552,-32.8257533594192,38.4777862686052,0.00111968485213789,0
"6","2017:Julesburg","1","1A",7,"S1A_4781815",4781815,655,0.13969465648855,183,0.0078237516354236,0.0236596105270078,0.330679646078394,0.740886478246846,0.130248331356567,13.9765464736166,42.2661226336961,0.000168229239979609,0
"7","2017:Julesburg","1","1A",8,"S1A_4929734",4929734,655,0.267175572519084,350,-0.0184829487390652,0.0323397980952177,-0.571523318873112,0.567644957983624,0.245923215344609,-17.6724454862205,30.9216525426569,0.000502521288110954,0
"8","2017:Julesburg","1","1A",10,"S1A_4968173",4968173,655,0.36030534351145,472,0.0294878875854848,0.0319542453129664,0.922815960654818,0.356103121789288,0.448424219052737,28.8792913622765,31.2947462913236,0.00131013711266177,0
"9","2017:Julesburg","1","1A",11,"S1A_5197982",5197982,655,0.131297709923664,172,0.0108620932507496,0.022841885858622,0.475533995659538,0.634406408283015,0.197632438761235,20.8185085330877,43.7792223544684,0.000347896207417268,0
"10","2017:Julesburg","1","1A",12,"S1A_5198010",5198010,655,0.131297709923664,172,0.0108620932507496,0.022841885858622,0.475533995659538,0.634406408283015,0.197632438761235,20.8185085330877,43.7792223544684,0.000347896207417268,0
"11","2017:Julesburg","1","1A",13,"S1A_5243796",5243796,655,0.13969465648855,183,0.0181823321472454,0.0241459301582332,0.753018501589828,0.451438796149122,0.345401120868642,31.1861459324675,41.41484686847,0.000872364227494402,0
"12","2017:Julesburg","1","1A",14,"S1A_5243818",5243818,655,0.134351145038168,176,0.00802901034235437,0.0235131377854015,0.341469114655523,0.732750452065152,0.135043904954569,14.5224817619846,42.5294152199825,0.000179386357596894,0
"13","2017:Julesburg","1","1A",15,"S1A_5915099",5915099,655,0.280916030534351,368,-0.0218064113729474,0.0297767974423274,-0.732328969063335,0.463967801795307,0.333512157349913,-24.5939466956355,33.5831951685479,0.000825085552836266,0
"14","2017:Julesburg","1","1A",16,"S1A_6190910",6190910,655,0.0748091603053435,98,0.00930892816561271,0.0202751638906608,0.459129613738936,0.646141091862821,0.189672638774414,22.6449273709902,49.3214262233719,0.000324307629443598,0
"15","2017:Julesburg","1","1A",18,"S1A_8082355",8082355,655,0.0564885496183206,74,0.0103277200105489,0.0186045922554103,0.555116708217323,0.578814835127801,0.237460346365066,29.837617540685,53.7501701876426,0.000474083841192938,0
"16","2017:Julesburg","1","1A",19,"S1A_8561584",8561584,655,0.353435114503817,463,-0.0167347625689089,0.0303338931113437,-0.551685288382938,0.581163991083723,0.235701302423067,-18.1870914609582,32.9664245973768,0.00046824091573474,0
"17","2017:Julesburg","1","1A",20,"S1A_8616489",8616489,655,0.73587786259542,346,0.0211388375968961,0.0284348929028173,0.743411894292793,0.457232345312549,0.339863054536868,26.1443535881626,35.1680593071943,0.000850247894843394,0
"18","2017:Julesburg","1","1A",21,"S1A_8619460",8619460,655,0.346564885496183,454,0.0268538787945659,0.0328309012752653,0.817945220858055,0.413388467263719,0.383641643513261,24.9138826254,30.4591089844188,0.00102928345787336,0
"19","2017:Julesburg","1","1A",22,"S1A_8997884",8997884,655,0.119083969465649,156,0.0247770925839036,0.0227918138052413,1.08710490510438,0.276990450329919,0.557535203644984,47.6971650608337,43.8754023065087,0.00181814897418465,0
"20","2017:Julesburg","1","1A",23,"S1A_9136957",9136957,655,0.100763358778626,132,0.00859693280058001,0.0220033531332587,0.390710122612426,0.696011515700793,0.15738357480907,17.7568446157352,45.4476185490325,0.000234852874952688,0
