"","trait","chr","chr_wheat","variant.id","snp_id","pos","n.obs","freq","MAC","Score","Score.SE","Score.Stat","Score.pval","neg_log_pval","Est","Est.SE","PVE","break_bft"
"1","2017:Yuma","1","1A",1,"S1A_1157687",1157687,97,0.108247422680412,21,-6.38715179333476,5.26600792009815,-1.21290204842983,0.225167272386215,0.647494733070108,-0.230326666202057,0.189897169767523,0.0161662786049221,0
"2","2017:Yuma","1","1A",2,"S1A_1195489",1195489,97,0.783505154639175,42,-13.8933292198476,7.82752089737327,-1.77493352007657,0.0759088647688697,1.11970750348009,-0.226755513443879,0.127754369884286,0.034619658735528,0
"3","2017:Yuma","1","1A",3,"S1A_1933199",1933199,97,0.88659793814433,22,6.2485557902187,6.07891386716173,1.02790661732738,0.303993756504251,0.517135335942549,0.169093795337375,0.16450307108347,0.0116109010466475,0
"4","2017:Yuma","1","1A",4,"S1A_1933228",1933228,97,0.88659793814433,22,6.2485557902187,6.07891386716173,1.02790661732738,0.303993756504251,0.517135335942549,0.169093795337375,0.16450307108347,0.0116109010466475,0
"5","2017:Yuma","1","1A",5,"S1A_2580251",2580251,97,0.814432989690722,36,10.3754624849754,7.00242838620434,1.48169490821446,0.138421492538964,0.858796472260835,0.211597295465897,0.142807601141645,0.0241254918920022,0
"6","2017:Yuma","1","1A",6,"S1A_3181865",3181865,97,0.891752577319588,21,4.02518829479286,6.11132365512674,0.658644267910138,0.510124229138069,0.292324048491814,0.107774404544522,0.163630672573054,0.00476716773596584,0
"7","2017:Yuma","1","1A",7,"S1A_4781815",4781815,97,0.22680412371134,44,0.865807021877906,8.10266746745152,0.10685456676531,0.914904357218423,0.038624304079249,0.0131875789293521,0.123416147091931,0.000125471409192507,0
"8","2017:Yuma","1","1A",8,"S1A_4929734",4929734,97,0.304123711340206,59,7.31055611552039,9.28261307189727,0.787553683310662,0.430957815742751,0.365565238625259,0.0848418087892674,0.107728286448507,0.00681583289141344,0
"9","2017:Yuma","1","1A",9,"S1A_4968161",4968161,97,0.128865979381443,25,-0.169892090113269,6.60669380191488,-0.0257151451553616,0.979484543764794,0.00900241276840038,-0.00389228650916262,0.151361638662618,7.26668877645715e-06,0
"10","2017:Yuma","1","1A",10,"S1A_4968173",4968173,97,0.345360824742268,67,-4.08432682352406,9.52590148794313,-0.428760136633112,0.668097791763563,0.175159963699801,-0.0450099276352785,0.104976941160445,0.00202016759903261,0
